,Unnamed: 0,precision_wn,recall_wn,precision_cn,recall_cn
833,833,0.5,1.0,0.5,1.0
834,834,1.0,0.09090909090909093,1.0,1.0
835,835,1.0,1.0,1.0,1.0
836,836,1.0,0.3333333333333333,1.0,1.0
837,837,1.0,0.16666666666666666,1.0,1.0
838,838,1.0,1.0,1.0,1.0
839,839,1.0,1.0,1.0,1.0
840,840,1.0,1.0,1.0,1.0
841,841,1.0,0.25,1.0,1.0
842,842,1.0,1.0,1.0,1.0
843,843,1.0,0.5,1.0,1.0
844,844,1.0,1.0,1.0,1.0
845,845,1.0,1.0,1.0,1.0
846,846,1.0,0.25,1.0,1.0
847,847,1.0,1.0,1.0,1.0
848,848,1.0,0.5,1.0,1.0
849,849,0.5,1.0,0.5,1.0
850,850,1.0,0.3333333333333333,1.0,1.0
851,851,1.0,1.0,1.0,1.0
852,852,0.5,0.5142857142857142,0.5,1.0
853,853,1.0,0.05263157894736842,1.0,1.0
854,854,1.0,0.125,1.0,1.0
855,855,1.0,0.05555555555555555,1.0,1.0
856,856,1.0,1.0,1.0,1.0
857,857,1.0,1.0,1.0,1.0
858,858,1.0,0.14285714285714285,1.0,1.0
859,859,1.0,0.07142857142857142,1.0,1.0
860,860,1.0,1.0,1.0,1.0
861,861,1.0,0.0625,1.0,1.0
862,862,0.5,1.0,0.5,1.0
863,863,1.0,1.0,1.0,1.0
864,864,0.5,1.0,0.5,1.0
865,865,1.0,1.0,1.0,1.0
866,866,1.0,0.25,1.0,1.0
867,867,1.0,1.0,1.0,1.0
868,868,1.0,1.0,1.0,1.0
869,869,1.0,0.07692307692307693,1.0,1.0
870,870,1.0,1.0,1.0,1.0
871,871,1.0,1.0,1.0,1.0
872,872,1.0,0.16666666666666666,1.0,1.0
873,873,1.0,1.0,1.0,1.0
874,874,1.0,1.0,1.0,1.0
875,875,1.0,1.0,1.0,1.0
876,876,1.0,0.14285714285714285,1.0,1.0
877,877,1.0,0.3333333333333333,1.0,1.0
878,878,1.0,1.0,1.0,1.0
879,879,1.0,1.0,1.0,1.0
880,880,1.0,1.0,1.0,1.0
881,881,1.0,1.0,1.0,1.0
882,882,1.0,1.0,1.0,1.0
883,883,1.0,1.0,1.0,1.0
884,884,1.0,1.0,1.0,1.0
885,885,1.0,1.0,1.0,1.0
886,886,0.5,1.0,0.5,1.0
887,887,1.0,0.3333333333333333,1.0,1.0
888,888,1.0,1.0,1.0,1.0
889,889,0.5,0.6,0.5,1.0
890,890,1.0,1.0,1.0,1.0
891,891,1.0,1.0,1.0,1.0
892,892,1.0,1.0,1.0,1.0
893,893,1.0,1.0,1.0,1.0
894,894,1.0,1.0,1.0,1.0
895,895,1.0,1.0,1.0,1.0
896,896,1.0,1.0,1.0,1.0
897,897,1.0,1.0,1.0,1.0
898,898,1.0,0.3333333333333333,1.0,1.0
899,899,1.0,1.0,1.0,1.0
0,0,0.5,1.0,0.5,1.0
1,1,1.0,0.125,1.0,1.0
2,2,1.0,0.5,1.0,1.0
3,3,1.0,1.0,1.0,1.0
4,4,1.0,1.0,1.0,1.0
5,5,1.0,1.0,1.0,1.0
6,6,1.0,0.07692307692307693,1.0,1.0
7,7,0.5,1.0,0.5,1.0
8,8,1.0,1.0,1.0,1.0
9,9,1.0,1.0,1.0,1.0
10,10,1.0,0.25,1.0,1.0
11,11,1.0,1.0,1.0,1.0
12,12,1.0,1.0,1.0,1.0
13,13,1.0,1.0,1.0,1.0
14,14,1.0,0.25,1.0,1.0
15,15,1.0,1.0,1.0,1.0
16,16,1.0,0.5,1.0,1.0
17,17,1.0,0.08333333333333333,1.0,1.0
18,18,0.5,0.22916666666666666,0.5,1.0
19,19,1.0,1.0,1.0,1.0
20,20,1.0,0.5,1.0,1.0
21,21,1.0,1.0,1.0,1.0
22,22,1.0,1.0,1.0,1.0
23,23,0.5,1.0,0.5,1.0
24,24,1.0,0.06666666666666668,1.0,1.0
25,25,0.3333333333333333,1.0,0.3333333333333333,1.0
26,26,1.0,1.0,1.0,1.0
27,27,1.0,1.0,1.0,1.0
28,28,1.0,1.0,1.0,1.0
29,29,1.0,0.3333333333333333,1.0,1.0
30,30,1.0,0.25,1.0,1.0
31,31,1.0,0.25,1.0,1.0
32,32,1.0,1.0,1.0,1.0
33,33,1.0,0.3333333333333333,1.0,1.0
34,34,1.0,1.0,1.0,1.0
35,35,1.0,1.0,1.0,1.0
36,36,0.5,0.10416666666666666,0.5,1.0
37,37,1.0,1.0,1.0,1.0
38,38,1.0,1.0,1.0,1.0
39,39,1.0,1.0,1.0,1.0
40,40,1.0,0.14285714285714285,1.0,1.0
41,41,1.0,1.0,1.0,1.0
42,42,1.0,1.0,1.0,1.0
43,43,1.0,0.25,1.0,1.0
44,44,1.0,1.0,1.0,1.0
45,45,1.0,1.0,1.0,1.0
46,46,1.0,1.0,1.0,1.0
47,47,1.0,0.07142857142857142,1.0,1.0
48,48,1.0,1.0,1.0,1.0
49,49,1.0,0.5,1.0,1.0
50,50,1.0,0.1111111111111111,1.0,1.0
51,51,1.0,1.0,1.0,1.0
52,52,1.0,0.5,1.0,1.0
53,53,1.0,1.0,1.0,1.0
54,54,1.0,0.017241379310344827,1.0,1.0
55,55,1.0,0.5,1.0,1.0
56,56,1.0,0.14285714285714285,1.0,1.0
57,57,1.0,1.0,1.0,1.0
58,58,1.0,0.09090909090909093,1.0,1.0
59,59,1.0,0.14285714285714285,1.0,1.0
60,60,1.0,1.0,1.0,1.0
61,61,1.0,0.14285714285714285,1.0,1.0
62,62,1.0,1.0,1.0,1.0
63,63,1.0,1.0,1.0,1.0
64,64,1.0,0.05555555555555555,1.0,1.0
65,65,0.5,1.0,0.5,1.0
66,66,1.0,1.0,1.0,1.0
67,67,0.3333333333333333,0.5,0.3333333333333333,1.0
68,68,1.0,1.0,1.0,1.0
69,69,1.0,1.0,1.0,1.0
70,70,1.0,1.0,1.0,1.0
71,71,1.0,0.09090909090909093,1.0,1.0
72,72,1.0,0.09090909090909093,1.0,1.0
73,73,1.0,1.0,1.0,1.0
74,74,0.5,0.2777777777777778,0.5,1.0
75,75,1.0,1.0,1.0,1.0
76,76,1.0,1.0,1.0,1.0
77,77,1.0,1.0,1.0,1.0
78,78,1.0,1.0,1.0,1.0
79,79,1.0,0.07142857142857142,1.0,1.0
80,80,1.0,0.08333333333333333,1.0,1.0
81,81,1.0,1.0,1.0,1.0
82,82,1.0,1.0,1.0,1.0
83,83,1.0,1.0,1.0,1.0
84,84,1.0,1.0,1.0,1.0
85,85,1.0,1.0,1.0,1.0
86,86,1.0,1.0,1.0,1.0
87,87,1.0,0.05882352941176471,1.0,1.0
88,88,1.0,0.2,1.0,1.0
89,89,1.0,1.0,1.0,1.0
90,90,1.0,1.0,1.0,1.0
91,91,1.0,0.5,1.0,1.0
92,92,0.5,1.0,0.5,1.0
93,93,1.0,1.0,1.0,1.0
94,94,1.0,0.5,1.0,1.0
95,95,1.0,1.0,1.0,1.0
96,96,1.0,1.0,1.0,1.0
97,97,1.0,1.0,1.0,1.0
98,98,1.0,1.0,1.0,1.0
99,99,1.0,1.0,1.0,1.0
100,100,1.0,1.0,1.0,1.0
101,101,0.5,0.1944444444444444,0.5,1.0
102,102,1.0,1.0,1.0,1.0
103,103,1.0,0.1111111111111111,1.0,1.0
104,104,1.0,0.2,1.0,1.0
105,105,0.5,0.5454545454545454,0.5,1.0
106,106,1.0,1.0,1.0,1.0
107,107,1.0,1.0,1.0,1.0
108,108,1.0,1.0,1.0,1.0
109,109,1.0,1.0,1.0,1.0
110,110,1.0,0.25,1.0,1.0
111,111,0.5,0.19642857142857145,0.5,1.0
112,112,1.0,1.0,1.0,1.0
113,113,1.0,1.0,1.0,1.0
114,114,1.0,1.0,1.0,1.0
115,115,1.0,1.0,1.0,1.0
116,116,1.0,1.0,1.0,1.0
117,117,1.0,1.0,1.0,1.0
118,118,1.0,0.09090909090909093,1.0,1.0
119,119,1.0,0.1111111111111111,1.0,1.0
120,120,0.3333333333333333,1.0,0.3333333333333333,1.0
121,121,0.5,1.0,0.5,1.0
122,122,1.0,0.5,1.0,1.0
123,123,1.0,0.25,1.0,1.0
124,124,1.0,1.0,1.0,1.0
125,125,1.0,0.1111111111111111,1.0,1.0
126,126,1.0,0.3333333333333333,1.0,1.0
127,127,1.0,0.25,1.0,1.0
128,128,1.0,0.1,1.0,1.0
129,129,1.0,0.05882352941176471,1.0,1.0
130,130,1.0,0.5,1.0,1.0
131,131,1.0,1.0,1.0,1.0
132,132,1.0,1.0,1.0,1.0
133,133,0.5,1.0,0.5,1.0
134,134,1.0,0.5,1.0,1.0
135,135,1.0,0.5,1.0,1.0
136,136,1.0,0.25,1.0,1.0
137,137,1.0,1.0,1.0,1.0
138,138,1.0,0.3333333333333333,1.0,1.0
139,139,1.0,1.0,1.0,1.0
140,140,1.0,1.0,1.0,1.0
141,141,1.0,1.0,1.0,1.0
142,142,1.0,1.0,1.0,1.0
143,143,1.0,1.0,1.0,1.0
144,144,1.0,1.0,1.0,1.0
145,145,1.0,0.5,1.0,1.0
146,146,1.0,1.0,1.0,1.0
147,147,1.0,1.0,1.0,1.0
148,148,1.0,1.0,1.0,1.0
149,149,1.0,1.0,1.0,1.0
150,150,1.0,0.2,1.0,1.0
151,151,1.0,1.0,1.0,1.0
152,152,1.0,1.0,1.0,1.0
153,153,1.0,0.2,1.0,1.0
154,154,1.0,1.0,1.0,1.0
155,155,1.0,0.16666666666666666,1.0,1.0
156,156,1.0,1.0,1.0,1.0
157,157,1.0,0.25,1.0,1.0
158,158,1.0,0.25,1.0,1.0
159,159,1.0,0.5,1.0,1.0
160,160,1.0,0.3333333333333333,1.0,1.0
161,161,1.0,1.0,1.0,1.0
162,162,1.0,0.5,1.0,1.0
163,163,1.0,0.3333333333333333,1.0,1.0
164,164,1.0,1.0,1.0,1.0
165,165,1.0,0.1,1.0,1.0
166,166,1.0,0.07142857142857142,1.0,1.0
167,167,1.0,0.16666666666666666,1.0,1.0
168,168,1.0,1.0,1.0,1.0
169,169,1.0,0.25,1.0,1.0
170,170,1.0,0.08333333333333333,1.0,1.0
171,171,1.0,1.0,1.0,1.0
172,172,0.5,1.0,0.5,1.0
173,173,1.0,1.0,1.0,1.0
174,174,1.0,1.0,1.0,1.0
175,175,1.0,1.0,1.0,1.0
176,176,1.0,0.2,1.0,1.0
177,177,1.0,1.0,1.0,1.0
178,178,1.0,1.0,1.0,1.0
179,179,1.0,0.05,1.0,1.0
180,180,1.0,1.0,1.0,1.0
181,181,1.0,1.0,1.0,1.0
182,182,1.0,1.0,1.0,1.0
183,183,1.0,0.5,1.0,1.0
184,184,1.0,1.0,1.0,1.0
185,185,1.0,0.5,1.0,1.0
186,186,1.0,1.0,1.0,1.0
187,187,1.0,1.0,1.0,1.0
188,188,1.0,1.0,1.0,1.0
189,189,1.0,1.0,1.0,1.0
190,190,1.0,1.0,1.0,1.0
191,191,1.0,1.0,1.0,1.0
192,192,0.5,1.0,0.5,1.0
193,193,0.5,0.059027777777777776,0.5,1.0
194,194,1.0,1.0,1.0,1.0
195,195,1.0,0.25,1.0,1.0
196,196,1.0,0.5,1.0,1.0
197,197,1.0,0.043478260869565216,1.0,1.0
198,198,1.0,1.0,1.0,1.0
199,199,1.0,0.05263157894736842,1.0,1.0
200,200,1.0,0.16666666666666666,1.0,1.0
201,201,1.0,1.0,1.0,1.0
202,202,0.5,0.10333333333333332,0.5,1.0
203,203,1.0,0.5,1.0,1.0
204,204,1.0,0.5,1.0,1.0
205,205,1.0,1.0,1.0,1.0
206,206,1.0,0.25,1.0,1.0
207,207,1.0,1.0,1.0,1.0
208,208,0.5,1.0,0.5,1.0
209,209,1.0,0.16666666666666666,1.0,1.0
210,210,1.0,1.0,1.0,1.0
211,211,1.0,0.5,1.0,1.0
212,212,1.0,0.3333333333333333,1.0,1.0
213,213,1.0,0.3333333333333333,1.0,1.0
214,214,1.0,1.0,1.0,1.0
215,215,0.5,0.1388888888888889,0.5,1.0
216,216,0.5,0.11805555555555555,0.5,1.0
217,217,1.0,1.0,1.0,1.0
218,218,0.3333333333333333,1.0,0.3333333333333333,1.0
219,219,1.0,1.0,1.0,1.0
220,220,1.0,0.2,1.0,1.0
221,221,1.0,0.1111111111111111,1.0,1.0
222,222,1.0,1.0,1.0,1.0
223,223,1.0,1.0,1.0,1.0
224,224,1.0,1.0,1.0,1.0
225,225,1.0,1.0,1.0,1.0
226,226,0.5,0.2631578947368421,0.5,1.0
227,227,1.0,0.05555555555555555,1.0,1.0
228,228,1.0,1.0,1.0,1.0
229,229,1.0,1.0,1.0,1.0
230,230,1.0,0.5,1.0,1.0
231,231,1.0,0.3333333333333333,1.0,1.0
232,232,1.0,1.0,1.0,1.0
233,233,0.5,0.5714285714285714,0.5,1.0
234,234,1.0,1.0,1.0,1.0
235,235,1.0,0.05555555555555555,1.0,1.0
236,236,0.5,1.0,0.5,1.0
237,237,1.0,0.1,1.0,1.0
238,238,1.0,1.0,1.0,1.0
239,239,1.0,0.3333333333333333,1.0,1.0
240,240,1.0,1.0,1.0,1.0
241,241,1.0,1.0,1.0,1.0
242,242,1.0,1.0,1.0,1.0
243,243,1.0,0.14285714285714285,1.0,1.0
244,244,0.5,1.0,0.5,1.0
245,245,1.0,0.3333333333333333,1.0,1.0
246,246,0.5,0.55,0.5,1.0
247,247,1.0,0.3333333333333333,1.0,1.0
248,248,1.0,1.0,1.0,1.0
249,249,1.0,0.14285714285714285,1.0,1.0
250,250,1.0,1.0,1.0,1.0
251,251,0.5,1.0,0.5,1.0
252,252,1.0,0.125,1.0,1.0
253,253,0.5,0.059294871794871785,0.5,1.0
254,254,0.5,0.2083333333333333,0.5,1.0
255,255,1.0,1.0,1.0,1.0
256,256,1.0,1.0,1.0,1.0
257,257,1.0,0.5,1.0,1.0
258,258,1.0,1.0,1.0,1.0
259,259,1.0,0.038461538461538464,1.0,1.0
260,260,1.0,0.16666666666666666,1.0,1.0
261,261,1.0,1.0,1.0,1.0
262,262,1.0,1.0,1.0,1.0
263,263,1.0,1.0,1.0,1.0
264,264,0.5,0.35,0.5,1.0
265,265,1.0,1.0,1.0,1.0
266,266,0.5,0.5416666666666666,0.5,1.0
267,267,1.0,1.0,1.0,1.0
268,268,1.0,1.0,1.0,1.0
269,269,1.0,0.125,1.0,1.0
270,270,1.0,1.0,1.0,1.0
271,271,1.0,1.0,1.0,1.0
272,272,0.5,1.0,0.5,1.0
273,273,1.0,1.0,1.0,1.0
274,274,1.0,1.0,1.0,1.0
275,275,1.0,1.0,1.0,1.0
276,276,1.0,0.09090909090909093,1.0,1.0
277,277,0.5,0.5833333333333334,0.5,1.0
278,278,0.5,1.0,0.5,1.0
279,279,1.0,1.0,1.0,1.0
280,280,1.0,0.043478260869565216,1.0,1.0
281,281,1.0,1.0,1.0,1.0
282,282,1.0,0.5,1.0,1.0
283,283,1.0,1.0,1.0,1.0
284,284,1.0,0.3333333333333333,1.0,1.0
285,285,1.0,0.3333333333333333,1.0,1.0
286,286,1.0,1.0,1.0,1.0
287,287,1.0,0.16666666666666666,1.0,1.0
288,288,1.0,0.25,1.0,1.0
289,289,1.0,0.09090909090909093,1.0,1.0
290,290,1.0,0.3333333333333333,1.0,1.0
291,291,1.0,1.0,1.0,1.0
292,292,1.0,1.0,1.0,1.0
293,293,1.0,1.0,1.0,1.0
294,294,1.0,1.0,1.0,1.0
295,295,1.0,0.1111111111111111,1.0,1.0
296,296,1.0,1.0,1.0,1.0
297,297,1.0,1.0,1.0,1.0
298,298,1.0,1.0,1.0,1.0
299,299,1.0,0.3333333333333333,1.0,1.0
300,300,1.0,1.0,1.0,1.0
301,301,0.5,0.5833333333333334,0.5,1.0
302,302,1.0,0.25,1.0,1.0
303,303,0.5,0.5714285714285714,0.5,1.0
304,304,1.0,0.5,1.0,1.0
305,305,1.0,1.0,1.0,1.0
306,306,1.0,1.0,1.0,1.0
307,307,1.0,0.07142857142857142,1.0,1.0
308,308,1.0,0.09090909090909093,1.0,1.0
309,309,1.0,0.25,1.0,1.0
310,310,1.0,1.0,1.0,1.0
311,311,1.0,1.0,1.0,1.0
312,312,1.0,1.0,1.0,1.0
313,313,1.0,1.0,1.0,1.0
314,314,0.5,1.0,0.5,1.0
315,315,1.0,1.0,1.0,1.0
316,316,1.0,1.0,1.0,1.0
317,317,1.0,1.0,1.0,1.0
318,318,1.0,1.0,1.0,1.0
319,319,1.0,0.25,1.0,1.0
320,320,1.0,0.3333333333333333,1.0,1.0
321,321,1.0,0.3333333333333333,1.0,1.0
322,322,1.0,0.2,1.0,1.0
323,323,1.0,1.0,1.0,1.0
324,324,1.0,1.0,1.0,1.0
325,325,1.0,0.05882352941176471,1.0,1.0
326,326,0.5,0.02083333333333333,0.5,1.0
327,327,0.5,1.0,0.5,1.0
328,328,1.0,1.0,1.0,1.0
329,329,1.0,1.0,1.0,1.0
330,330,0.25,0.7857142857142857,0.25,1.0
331,331,0.5,0.5833333333333334,0.5,1.0
332,332,1.0,1.0,1.0,1.0
333,333,1.0,0.5,1.0,1.0
334,334,1.0,0.5,1.0,1.0
335,335,1.0,1.0,1.0,1.0
336,336,1.0,0.1111111111111111,1.0,1.0
337,337,1.0,0.0625,1.0,1.0
338,338,1.0,0.25,1.0,1.0
339,339,1.0,1.0,1.0,1.0
340,340,1.0,0.25,1.0,1.0
341,341,1.0,1.0,1.0,1.0
342,342,0.5,1.0,0.5,1.0
343,343,1.0,0.08333333333333333,1.0,1.0
344,344,1.0,1.0,1.0,1.0
345,345,1.0,0.09090909090909093,1.0,1.0
346,346,1.0,1.0,1.0,1.0
347,347,0.5,0.5454545454545454,0.5,1.0
348,348,1.0,1.0,1.0,1.0
349,349,1.0,1.0,1.0,1.0
350,350,1.0,0.5,1.0,1.0
351,351,1.0,1.0,1.0,1.0
352,352,1.0,0.16666666666666666,1.0,1.0
353,353,1.0,1.0,1.0,1.0
354,354,1.0,1.0,1.0,1.0
355,355,1.0,1.0,1.0,1.0
356,356,1.0,0.1,1.0,1.0
357,357,1.0,0.5,1.0,1.0
358,358,1.0,1.0,1.0,1.0
359,359,1.0,1.0,1.0,1.0
360,360,1.0,0.2,1.0,1.0
361,361,1.0,1.0,1.0,1.0
362,362,1.0,1.0,1.0,1.0
363,363,1.0,0.25,1.0,1.0
364,364,1.0,1.0,1.0,1.0
365,365,1.0,1.0,1.0,1.0
366,366,1.0,0.5,1.0,1.0
367,367,1.0,0.16666666666666666,1.0,1.0
368,368,1.0,0.07692307692307693,1.0,1.0
369,369,1.0,0.25,1.0,1.0
370,370,0.5,1.0,0.5,1.0
371,371,1.0,0.3333333333333333,1.0,1.0
372,372,1.0,0.5,1.0,1.0
373,373,1.0,0.07692307692307693,1.0,1.0
374,374,1.0,0.25,1.0,1.0
375,375,0.5,1.0,0.5,1.0
376,376,1.0,0.08333333333333333,1.0,1.0
377,377,1.0,1.0,1.0,1.0
378,378,1.0,0.14285714285714285,1.0,1.0
379,379,1.0,0.1,1.0,1.0
380,380,1.0,1.0,1.0,1.0
381,381,1.0,0.25,1.0,1.0
382,382,1.0,1.0,1.0,1.0
383,383,1.0,1.0,1.0,1.0
384,384,1.0,1.0,1.0,1.0
385,385,1.0,0.3333333333333333,1.0,1.0
386,386,1.0,1.0,1.0,1.0
387,387,1.0,1.0,1.0,1.0
388,388,0.5,1.0,0.5,1.0
389,389,0.5,0.29166666666666663,0.5,1.0
390,390,1.0,1.0,1.0,1.0
391,391,1.0,1.0,1.0,1.0
392,392,1.0,1.0,1.0,1.0
393,393,1.0,0.25,1.0,1.0
394,394,0.5,0.5625,0.5,1.0
395,395,1.0,1.0,1.0,1.0
396,396,1.0,1.0,1.0,1.0
397,397,1.0,1.0,1.0,1.0
398,398,1.0,0.05263157894736842,1.0,1.0
399,399,1.0,0.06666666666666668,1.0,1.0
400,400,1.0,0.043478260869565216,1.0,1.0
401,401,1.0,1.0,1.0,1.0
402,402,0.5,0.75,0.5,1.0
403,403,1.0,1.0,1.0,1.0
404,404,1.0,1.0,1.0,1.0
405,405,0.5,0.5416666666666666,0.5,1.0
406,406,1.0,0.25,1.0,1.0
407,407,0.5,0.5833333333333334,0.5,1.0
408,408,1.0,0.3333333333333333,1.0,1.0
409,409,1.0,1.0,1.0,1.0
410,410,1.0,0.3333333333333333,1.0,1.0
411,411,1.0,1.0,1.0,1.0
412,412,1.0,1.0,1.0,1.0
413,413,1.0,1.0,1.0,1.0
414,414,1.0,0.08333333333333333,1.0,1.0
415,415,1.0,0.09090909090909093,1.0,1.0
416,416,1.0,0.3333333333333333,1.0,1.0
417,417,1.0,0.2,1.0,1.0
418,418,1.0,0.2,1.0,1.0
419,419,1.0,1.0,1.0,1.0
420,420,1.0,0.2,1.0,1.0
421,421,1.0,0.14285714285714285,1.0,1.0
422,422,1.0,1.0,1.0,1.0
423,423,1.0,1.0,1.0,1.0
424,424,1.0,0.2,1.0,1.0
425,425,1.0,1.0,1.0,1.0
426,426,1.0,1.0,1.0,1.0
427,427,1.0,1.0,1.0,1.0
428,428,1.0,1.0,1.0,1.0
429,429,1.0,0.2,1.0,1.0
430,430,1.0,0.1111111111111111,1.0,1.0
431,431,1.0,1.0,1.0,1.0
432,432,1.0,1.0,1.0,1.0
433,433,1.0,0.07692307692307693,1.0,1.0
434,434,1.0,1.0,1.0,1.0
435,435,0.25,1.0,0.25,1.0
436,436,1.0,1.0,1.0,1.0
437,437,1.0,0.25,1.0,1.0
438,438,1.0,1.0,1.0,1.0
439,439,1.0,1.0,1.0,1.0
440,440,1.0,1.0,1.0,1.0
441,441,1.0,1.0,1.0,1.0
442,442,1.0,0.5,1.0,1.0
443,443,1.0,1.0,1.0,1.0
444,444,1.0,0.05882352941176471,1.0,1.0
445,445,1.0,1.0,1.0,1.0
446,446,0.5,0.13125,0.5,1.0
447,447,0.5,1.0,0.5,1.0
448,448,1.0,0.08333333333333333,1.0,1.0
449,449,1.0,0.3333333333333333,1.0,1.0
450,450,1.0,0.5,1.0,1.0
451,451,1.0,1.0,1.0,1.0
452,452,1.0,1.0,1.0,1.0
453,453,1.0,1.0,1.0,1.0
454,454,1.0,0.5,1.0,1.0
455,455,1.0,1.0,1.0,1.0
456,456,1.0,0.5,1.0,1.0
457,457,1.0,1.0,1.0,1.0
458,458,1.0,1.0,1.0,1.0
459,459,1.0,1.0,1.0,1.0
460,460,1.0,1.0,1.0,1.0
461,461,0.5,0.6666666666666666,0.5,1.0
462,462,0.5,0.5454545454545454,0.5,1.0
463,463,1.0,1.0,1.0,1.0
464,464,1.0,1.0,1.0,1.0
465,465,1.0,0.1,1.0,1.0
466,466,1.0,1.0,1.0,1.0
467,467,1.0,0.047619047619047616,1.0,1.0
468,468,1.0,1.0,1.0,1.0
469,469,1.0,1.0,1.0,1.0
470,470,1.0,0.125,1.0,1.0
471,471,0.3333333333333333,0.7333333333333334,0.3333333333333333,1.0
472,472,1.0,0.1111111111111111,1.0,1.0
473,473,1.0,0.06666666666666668,1.0,1.0
474,474,1.0,0.5,1.0,1.0
475,475,1.0,0.16666666666666666,1.0,1.0
476,476,1.0,1.0,1.0,1.0
477,477,1.0,1.0,1.0,1.0
478,478,1.0,1.0,1.0,1.0
479,479,1.0,0.1,1.0,1.0
480,480,1.0,1.0,1.0,1.0
481,481,1.0,1.0,1.0,1.0
482,482,1.0,0.038461538461538464,1.0,1.0
483,483,0.5,0.20512820512820512,0.5,1.0
484,484,1.0,1.0,1.0,1.0
485,485,1.0,0.02083333333333333,1.0,1.0
486,486,1.0,1.0,1.0,1.0
487,487,0.5,1.0,0.5,1.0
488,488,1.0,1.0,1.0,1.0
489,489,0.5,1.0,0.5,1.0
490,490,1.0,1.0,1.0,1.0
491,491,1.0,0.03571428571428571,1.0,1.0
492,492,1.0,1.0,1.0,1.0
493,493,1.0,0.5,1.0,1.0
494,494,1.0,1.0,1.0,1.0
495,495,1.0,0.125,1.0,1.0
496,496,1.0,0.3333333333333333,1.0,1.0
497,497,1.0,0.045454545454545456,1.0,1.0
498,498,1.0,1.0,1.0,1.0
499,499,1.0,0.2,1.0,1.0
500,500,1.0,1.0,1.0,1.0
501,501,1.0,1.0,1.0,1.0
502,502,1.0,0.16666666666666666,1.0,1.0
503,503,1.0,1.0,1.0,1.0
504,504,1.0,1.0,1.0,1.0
505,505,1.0,1.0,1.0,1.0
506,506,1.0,1.0,1.0,1.0
507,507,0.25,1.0,0.25,1.0
508,508,0.5,1.0,0.5,1.0
509,509,1.0,1.0,1.0,1.0
510,510,1.0,1.0,1.0,1.0
511,511,1.0,1.0,1.0,1.0
512,512,1.0,1.0,1.0,1.0
513,513,1.0,1.0,1.0,1.0
514,514,1.0,0.1,1.0,1.0
515,515,1.0,0.125,1.0,1.0
516,516,1.0,1.0,1.0,1.0
517,517,1.0,0.125,1.0,1.0
518,518,1.0,1.0,1.0,1.0
519,519,1.0,0.3333333333333333,1.0,1.0
520,520,1.0,0.16666666666666666,1.0,1.0
521,521,1.0,1.0,1.0,1.0
522,522,1.0,1.0,1.0,1.0
523,523,1.0,0.2,1.0,1.0
524,524,1.0,0.125,1.0,1.0
525,525,1.0,0.1111111111111111,1.0,1.0
526,526,1.0,1.0,1.0,1.0
527,527,1.0,0.16666666666666666,1.0,1.0
528,528,1.0,0.0625,1.0,1.0
529,529,1.0,0.14285714285714285,1.0,1.0
530,530,1.0,0.14285714285714285,1.0,1.0
531,531,1.0,0.2,1.0,1.0
532,532,0.5,0.19047619047619047,0.5,1.0
533,533,1.0,1.0,1.0,1.0
534,534,1.0,0.16666666666666666,1.0,1.0
535,535,0.5,0.5192307692307693,0.5,1.0
536,536,0.5,0.06547619047619048,0.5,1.0
537,537,0.5,0.22916666666666666,0.5,1.0
538,538,0.5,1.0,0.5,1.0
539,539,1.0,1.0,1.0,1.0
540,540,1.0,1.0,1.0,1.0
541,541,1.0,0.3333333333333333,1.0,1.0
542,542,1.0,1.0,1.0,1.0
543,543,1.0,1.0,1.0,1.0
544,544,1.0,1.0,1.0,1.0
545,545,1.0,1.0,1.0,1.0
546,546,1.0,0.5,1.0,1.0
547,547,1.0,0.3333333333333333,1.0,1.0
548,548,1.0,1.0,1.0,1.0
549,549,1.0,0.14285714285714285,1.0,1.0
550,550,1.0,1.0,1.0,1.0
551,551,1.0,1.0,1.0,1.0
552,552,1.0,1.0,1.0,1.0
553,553,0.5,1.0,0.5,1.0
554,554,0.5,0.26666666666666666,0.5,1.0
555,555,1.0,0.2,1.0,1.0
556,556,1.0,1.0,1.0,1.0
557,557,1.0,0.14285714285714285,1.0,1.0
558,558,0.5,0.5277777777777778,0.5,1.0
559,559,1.0,0.05263157894736842,1.0,1.0
560,560,1.0,1.0,1.0,1.0
561,561,1.0,0.5,1.0,1.0
562,562,1.0,1.0,1.0,1.0
563,563,1.0,0.5,1.0,1.0
564,564,1.0,1.0,1.0,1.0
565,565,1.0,1.0,1.0,1.0
566,566,1.0,0.5,1.0,1.0
567,567,1.0,1.0,1.0,1.0
568,568,1.0,1.0,1.0,1.0
569,569,1.0,0.09090909090909093,1.0,1.0
570,570,0.5,1.0,0.5,1.0
571,571,1.0,1.0,1.0,1.0
572,572,0.5,0.05441176470588235,0.5,1.0
573,573,1.0,0.2,1.0,1.0
574,574,1.0,1.0,1.0,1.0
575,575,1.0,1.0,1.0,1.0
576,576,1.0,0.3333333333333333,1.0,1.0
577,577,1.0,1.0,1.0,1.0
578,578,0.5,0.3333333333333333,0.5,1.0
579,579,1.0,0.5,1.0,1.0
580,580,1.0,1.0,1.0,1.0
581,581,1.0,1.0,1.0,1.0
582,582,1.0,1.0,1.0,1.0
583,583,1.0,1.0,1.0,1.0
584,584,1.0,1.0,1.0,1.0
585,585,1.0,0.04,1.0,1.0
586,586,1.0,0.125,1.0,1.0
